# Data format: "%int(ChipTimeUS),%float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ),%float(RawAccelX),%float(RawAccelY),%float(RawAccelZ)"
853741174,-0.03648,1.00024,0.00653,-0.09180,1.00879,0.00293
853746019,-0.02543,1.00493,0.00424,-0.08105,1.01367,0.00098
853750859,-0.02461,0.99813,0.01006,-0.08008,1.00684,0.00684
853755707,-0.02512,1.01570,0.00526,-0.08105,1.02441,0.00195
853760346,-0.02671,0.99514,0.00228,-0.08203,1.00391,-0.00098
853765187,-0.01770,0.99793,0.00201,-0.07324,1.00684,-0.00098
853770030,-0.02742,1.00496,0.00430,-0.08301,1.01367,0.00098
853774868,-0.02367,0.99708,0.00513,-0.07910,1.00586,0.00195
853779705,-0.01342,1.00770,0.00681,-0.06934,1.01660,0.00391
853784549,-0.02339,1.00594,0.01006,-0.07910,1.01465,0.00684
853789390,-0.02658,0.99911,0.00719,-0.08203,1.00781,0.00391
853794233,-0.02283,0.99214,0.00214,-0.07813,1.00098,-0.00098
853798867,-0.02368,0.99615,0.00905,-0.07910,1.00488,0.00586
853803703,-0.01940,1.00774,0.00210,-0.07520,1.01660,-0.00098
853808547,-0.02256,1.00098,0.00511,-0.07813,1.00977,0.00195
853813381,-0.02146,1.00395,0.00999,-0.07715,1.01270,0.00684
853818220,-0.02177,0.99319,0.00995,-0.07715,1.00195,0.00684
853823057,-0.02174,0.99509,0.00506,-0.07715,1.00391,0.00195
853827890,-0.02462,0.99811,0.00811,-0.08008,1.00684,0.00488
853832734,-0.02530,1.00980,0.00230,-0.08105,1.01855,-0.00098
853837373,-0.02848,1.00299,0.00139,-0.08398,1.01172,-0.00195
853842207,-0.02643,1.00494,0.00427,-0.08203,1.01367,0.00098
853847044,-0.02301,0.98624,-0.00081,-0.07813,0.99512,-0.00391
853851881,-0.01855,1.00192,0.00793,-0.07422,1.01074,0.00488
853856726,-0.02539,1.00594,0.00718,-0.08105,1.01465,0.00391
853861567,-0.02320,1.01277,0.00910,-0.07910,1.02148,0.00586
853866399,-0.02526,1.01081,0.00524,-0.08105,1.01953,0.00195
853871244,-0.02070,0.99700,0.00210,-0.07617,1.00586,-0.00098
853876089,-0.02772,0.99420,0.00427,-0.08301,1.00293,0.00098
853880715,-0.02440,1.00592,0.00715,-0.08008,1.01465,0.00391
853885556,-0.02280,0.99221,0.00802,-0.07813,1.00098,0.00488
853890399,-0.02238,1.00779,0.00220,-0.07813,1.01660,-0.00098
853895230,-0.01957,1.00188,0.00306,-0.07520,1.01074,0.00000
853900074,-0.03006,1.01583,0.01031,-0.08594,1.02441,0.00684
853904915,-0.02664,0.99713,0.00523,-0.08203,1.00586,0.00195
853909753,-0.02651,1.00200,0.00328,-0.08203,1.01074,0.00000
853914591,-0.02546,1.00396,0.00522,-0.08105,1.01270,0.00195
853919226,-0.02654,1.00102,0.00328,-0.08203,1.00977,0.00000
853924064,-0.01523,1.01271,0.01473,-0.07129,1.02148,0.01172
853928908,-0.02070,0.99701,0.00308,-0.07617,1.00586,0.00000
853933739,-0.02541,1.00590,0.00326,-0.08105,1.01465,0.00000
853938580,-0.02161,0.99996,0.00312,-0.07715,1.00879,0.00000
853943422,-0.02169,0.99702,0.00213,-0.07715,1.00586,-0.00098
853948262,-0.02046,1.00395,0.01192,-0.07617,1.01270,0.00879
853953102,-0.02759,0.99909,0.00428,-0.08301,1.00781,0.00098
853957740,-0.02774,0.99326,0.00720,-0.08301,1.00195,0.00391
853962582,-0.02467,0.99708,0.00320,-0.08008,1.00586,0.00000
853967408,-0.02357,1.00096,0.00221,-0.07910,1.00977,-0.00098
853972246,-0.02621,1.01276,0.00332,-0.08203,1.02148,0.00000
853977088,-0.01842,1.00678,0.00501,-0.07422,1.01563,0.00195
853981920,-0.02248,1.00391,0.00512,-0.07813,1.01270,0.00195
853986760,-0.01557,1.00280,0.00294,-0.07129,1.01172,0.00000
853991601,-0.02059,1.00091,0.00211,-0.07617,1.00977,-0.00098
853996447,-0.02456,1.00007,0.00909,-0.08008,1.00879,0.00586
854001129,-0.01953,1.00287,0.00405,-0.07520,1.01172,0.00098
854005963,-0.02569,0.99611,0.00323,-0.08105,1.00488,0.00000
854010798,-0.02440,1.00684,0.00128,-0.08008,1.01563,-0.00195
854015636,-0.02159,0.99999,0.00606,-0.07715,1.00879,0.00293
854020478,-0.02738,1.00596,0.00627,-0.08301,1.01465,0.00293
854025310,-0.02539,1.00686,0.00229,-0.08105,1.01563,-0.00098
854030143,-0.02468,0.99705,0.00124,-0.08008,1.00586,-0.00195
854034992,-0.01678,0.99499,0.00294,-0.07227,1.00391,0.00000
854039617,-0.02348,1.00391,0.00320,-0.07910,1.01270,0.00000
854044458,-0.02861,0.99813,0.00431,-0.08398,1.00684,0.00098
854049305,-0.01839,1.00778,0.00697,-0.07422,1.01660,0.00391
854054146,-0.02064,0.99806,0.00994,-0.07617,1.00684,0.00684
854058979,-0.01852,1.00382,0.00304,-0.07422,1.01270,0.00000
854063815,-0.02360,0.99907,0.00808,-0.07910,1.00781,0.00488
854068654,-0.01855,1.00191,0.00695,-0.07422,1.01074,0.00391
854073491,-0.02238,1.00780,0.00318,-0.07813,1.01660,0.00000
854078324,-0.02345,1.00488,0.00320,-0.07910,1.01367,0.00000
854082954,-0.01946,1.00487,0.00797,-0.07520,1.01367,0.00488
854087792,-0.02280,0.99221,0.00802,-0.07813,1.00098,0.00488
854092637,-0.02557,1.00096,-0.00067,-0.08105,1.00977,-0.00391
854097483,-0.02143,1.00585,0.00510,-0.07715,1.01465,0.00195
854102330,-0.01869,0.99794,0.00204,-0.07422,1.00684,-0.00098
854107170,-0.02244,1.00491,0.00709,-0.07813,1.01367,0.00391
854112010,-0.02427,1.01078,0.00423,-0.08008,1.01953,0.00098
854116858,-0.03131,1.00702,0.00836,-0.08691,1.01563,0.00488
854121488,-0.02650,1.00204,0.00720,-0.08203,1.01074,0.00391
854126325,-0.01943,1.00586,0.00895,-0.07520,1.01465,0.00586
854131171,-0.02534,1.00696,0.01111,-0.08105,1.01563,0.00781
854136012,-0.03363,0.99623,0.00251,-0.08887,1.00488,-0.00098
854140855,-0.02552,1.00199,0.00423,-0.08105,1.01074,0.00098
854145700,-0.02179,0.99406,0.00016,-0.07715,1.00293,-0.00293
854150540,-0.02323,1.01271,0.00322,-0.07910,1.02148,0.00000
854155375,-0.02428,1.01077,0.00325,-0.08008,1.01953,0.00000
854160000,-0.01951,1.00383,0.00209,-0.07520,1.01270,-0.00098
854164838,-0.01936,1.00875,0.00504,-0.07520,1.01758,0.00195
854169672,-0.02732,1.00885,0.00236,-0.08301,1.01758,-0.00098
854174516,-0.02475,0.99323,0.00907,-0.08008,1.00195,0.00586
854179354,-0.02776,0.99320,0.00231,-0.08301,1.00195,-0.00098
854184202,-0.02638,1.00596,0.00819,-0.08203,1.01465,0.00488
854189041,-0.02243,1.00493,0.00904,-0.07813,1.01367,0.00586
854193875,-0.02441,1.00590,0.00519,-0.08008,1.01465,0.00195
854198716,-0.02261,0.99812,0.01196,-0.07813,1.00684,0.00879
854203353,-0.01071,0.99881,0.00375,-0.06641,1.00781,0.00098
854208187,-0.02071,0.99607,0.00699,-0.07617,1.00488,0.00391
854213019,-0.02258,1.00094,0.00217,-0.07813,1.00977,-0.00098
854217860,-0.01743,1.00677,0.00595,-0.07324,1.01563,0.00293
854222700,-0.02639,1.00593,0.00526,-0.08203,1.01465,0.00195
854227533,-0.02068,0.99613,0.01189,-0.07617,1.00488,0.00879
854232376,-0.01876,0.99503,0.00399,-0.07422,1.00391,0.00098
854237215,-0.02234,1.00880,0.00514,-0.07813,1.01758,0.00195
854241849,-0.02233,1.00881,0.00612,-0.07813,1.01758,0.00293
854246679,-0.02767,0.99616,0.00427,-0.08301,1.00488,0.00098
854251519,-0.01728,1.01168,0.00695,-0.07324,1.02051,0.00391
854256358,-0.02258,1.00094,0.00217,-0.07813,1.00977,-0.00098
854261196,-0.03043,1.00310,0.00831,-0.08594,1.01172,0.00488
854266039,-0.01652,1.00381,0.00493,-0.07227,1.01270,0.00195
854270876,-0.02170,0.99701,0.00115,-0.07715,1.00586,-0.00195
854275713,-0.01861,1.00088,0.00205,-0.07422,1.00977,-0.00098
854280351,-0.01977,0.99501,0.00010,-0.07520,1.00391,-0.00293
854285188,-0.01649,1.00480,0.00592,-0.07227,1.01367,0.00293
854290035,-0.02330,1.00888,0.01105,-0.07910,1.01758,0.00781
854294876,-0.02943,1.00401,0.00436,-0.08496,1.01270,0.00098
854299718,-0.01739,1.00870,0.00302,-0.07324,1.01758,0.00000
854304552,-0.02647,1.00302,0.00721,-0.08203,1.01172,0.00391
854309396,-0.02350,1.00295,0.00515,-0.07910,1.01172,0.00195
854314238,-0.02447,1.00392,0.00323,-0.08008,1.01270,0.00000
854319078,-0.01954,1.00194,0.00796,-0.07520,1.01074,0.00488
854323705,-0.02560,0.99907,0.00520,-0.08105,1.00781,0.00195
854328543,-0.02456,1.00007,0.00909,-0.08008,1.00879,0.00586
854333385,-0.02038,1.00688,0.01095,-0.07617,1.01563,0.00781
854338227,-0.02551,1.00109,0.01109,-0.08105,1.00977,0.00781
854343064,-0.02745,1.00306,0.00920,-0.08301,1.01172,0.00586
854347904,-0.01857,1.00187,0.00303,-0.07422,1.01074,0.00000
854352741,-0.02367,0.99616,0.01003,-0.07910,1.00488,0.00684
854357578,-0.02932,1.00701,0.01025,-0.08496,1.01563,0.00684
854362204,-0.02644,1.00492,0.00231,-0.08203,1.01367,-0.00098
854367042,-0.02453,1.00197,0.00322,-0.08008,1.01074,0.00000
854371872,-0.02333,1.00883,0.00615,-0.07910,1.01758,0.00293
854376708,-0.01560,1.00088,0.00685,-0.07129,1.00977,0.00391
854381547,-0.01940,1.00775,0.00308,-0.07520,1.01660,0.00000
854386387,-0.02052,1.00291,0.00604,-0.07617,1.01172,0.00293
854391236,-0.01759,1.00183,0.00104,-0.07324,1.01074,-0.00195
854396079,-0.02239,1.00685,0.00513,-0.07813,1.01563,0.00195
854400716,-0.02473,0.99419,0.00809,-0.08008,1.00293,0.00488
854405557,-0.02059,1.00092,0.00309,-0.07617,1.00977,0.00000
854410386,-0.02551,1.00293,0.00032,-0.08105,1.01172,-0.00293
854415230,-0.02340,1.00684,0.00320,-0.07910,1.01563,0.00000
854420069,-0.01484,0.99393,-0.00104,-0.07031,1.00293,-0.00391
854424903,-0.02152,1.00291,0.00411,-0.07715,1.01172,0.00098
854429749,-0.01750,1.00386,0.00790,-0.07324,1.01270,0.00488
854434588,-0.02180,0.99311,0.00310,-0.07715,1.00195,0.00000
854439429,-0.01767,0.99798,0.00690,-0.07324,1.00684,0.00391
854444065,-0.02389,0.98926,0.00511,-0.07910,0.99805,0.00195
854448892,-0.02779,0.99223,0.00328,-0.08301,1.00098,0.00000
854453724,-0.02478,0.99315,0.00221,-0.08008,1.00195,-0.00098
854458565,-0.01758,1.00094,0.00887,-0.07324,1.00977,0.00586
854463404,-0.02458,1.00001,0.00321,-0.08008,1.00879,0.00000
854468233,-0.02439,1.00593,0.00813,-0.08008,1.01465,0.00488
854473076,-0.02624,1.01177,0.00234,-0.08203,1.02051,-0.00098
854477912,-0.01974,0.99508,0.00696,-0.07520,1.00391,0.00391
854482539,-0.02554,1.00103,0.00521,-0.08105,1.00977,0.00195
854487377,-0.02653,1.00197,0.00034,-0.08203,1.01074,-0.00293
854492215,-0.02260,0.99905,0.00805,-0.07813,1.00781,0.00488
854497041,-0.01759,1.00091,0.00593,-0.07324,1.00977,0.00293
854501882,-0.02462,0.99810,0.00713,-0.08008,1.00684,0.00391
854506715,-0.01639,1.00777,0.00886,-0.07227,1.01660,0.00586
854511555,-0.02025,1.01267,0.00411,-0.07617,1.02148,0.00098
854516388,-0.02428,1.01077,0.00325,-0.08008,1.01953,0.00000
854521231,-0.01731,1.01162,0.00205,-0.07324,1.02051,-0.00098
854525865,-0.02226,1.01081,0.01004,-0.07813,1.01953,0.00684
854530697,-0.02230,1.00981,0.00808,-0.07813,1.01855,0.00488
854535535,-0.02665,0.99711,0.00327,-0.08203,1.00586,0.00000
854540372,-0.02445,1.00398,0.00812,-0.08008,1.01270,0.00488
854545214,-0.02656,0.99916,0.01209,-0.08203,1.00781,0.00879
854550045,-0.02464,0.99806,0.00419,-0.08008,1.00684,0.00098
854554888,-0.01738,1.00871,0.00400,-0.07324,1.01758,0.00098
854559737,-0.02164,0.99805,0.00703,-0.07715,1.00684,0.00391
854564373,-0.01662,1.00085,0.00198,-0.07227,1.00977,-0.00098
854569203,-0.02238,1.00780,0.00318,-0.07813,1.01660,0.00000
854574046,-0.02479,0.99314,0.00123,-0.08008,1.00195,-0.00195
854578898,-0.02262,0.99901,0.00413,-0.07813,1.00781,0.00098
854583742,-0.02548,1.00299,0.00619,-0.08105,1.01172,0.00293
854588590,-0.01656,1.00281,0.00297,-0.07227,1.01172,0.00000
854593420,-0.01889,0.99109,0.00104,-0.07422,1.00000,-0.00195
854598256,-0.02237,1.00782,0.00514,-0.07813,1.01660,0.00195
854602893,-0.02488,0.98927,0.00514,-0.08008,0.99805,0.00195
854607724,-0.02365,0.99803,0.00220,-0.07910,1.00684,-0.00098
854612560,-0.02338,1.00687,0.00614,-0.07910,1.01563,0.00293
854617404,-0.02673,0.99327,0.01011,-0.08203,1.00195,0.00684
854622246,-0.02058,1.00094,0.00505,-0.07617,1.00977,0.00195
854627082,-0.02241,1.00681,0.00219,-0.07813,1.01563,-0.00098
854631915,-0.02355,1.00008,0.01102,-0.07910,1.00879,0.00781
854636754,-0.02656,0.99915,0.01111,-0.08203,1.00781,0.00781
854641586,-0.02045,1.00490,0.00898,-0.07617,1.01367,0.00586
854646221,-0.01466,0.99985,0.00290,-0.07031,1.00879,0.00000
854651058,-0.02538,1.00687,0.00327,-0.08105,1.01563,0.00000
854655885,-0.02569,0.99611,0.00323,-0.08105,1.00488,0.00000
854660713,-0.02450,1.00294,0.00322,-0.08008,1.01172,0.00000
854665557,-0.02343,1.00585,0.00222,-0.07910,1.01465,-0.00098
854670394,-0.02439,1.00686,0.00324,-0.08008,1.01563,0.00000
854675221,-0.02559,0.99908,0.00618,-0.08105,1.00781,0.00293
854680058,-0.02259,1.00001,0.00609,-0.07813,1.00879,0.00293
854684696,-0.02141,1.00681,0.00314,-0.07715,1.01563,0.00000
854689510,-0.02152,1.00290,0.00313,-0.07715,1.01172,0.00000
854694319,-0.02247,1.00484,0.00023,-0.07813,1.01367,-0.00293
854699146,-0.02750,1.00112,0.01115,-0.08301,1.00977,0.00781
854703966,-0.02342,1.00495,0.00908,-0.07910,1.01367,0.00586
854708780,-0.01843,1.00677,0.00403,-0.07422,1.01563,0.00098
854713594,-0.02048,1.00391,0.00800,-0.07617,1.01270,0.00488
854718420,-0.02032,1.00884,0.01193,-0.07617,1.01758,0.00879
854723050,-0.02053,1.00288,0.00310,-0.07617,1.01172,0.00000
854727866,-0.02487,0.99022,0.00220,-0.08008,0.99902,-0.00098
854732709,-0.02487,0.98929,0.00710,-0.08008,0.99805,0.00391
854737551,-0.01052,1.00565,0.00279,-0.06641,1.01465,0.00000
854742376,-0.02384,0.99119,0.00315,-0.07910,1.00000,0.00000
854747206,-0.02253,1.00195,0.00512,-0.07813,1.01074,0.00195
854752042,-0.01527,1.01261,0.00591,-0.07129,1.02148,0.00293
854756886,-0.02341,1.00681,0.00027,-0.07910,1.01563,-0.00293
854761724,-0.02633,1.00790,0.00624,-0.08203,1.01660,0.00293
854766362,-0.02853,1.00104,0.00236,-0.08398,1.00977,-0.00098
854771207,-0.01969,0.99703,0.00598,-0.07520,1.00586,0.00293
854776055,-0.01855,1.00282,0.00107,-0.07422,1.01172,-0.00195
854780903,-0.02241,1.00589,0.00709,-0.07813,1.01465,0.00391
854785742,-0.02437,1.00690,0.00716,-0.08008,1.01563,0.00391
854790579,-0.02412,1.01571,0.00816,-0.08008,1.02441,0.00488
854795422,-0.02560,0.99814,0.01010,-0.08105,1.00684,0.00684
854800264,-0.02349,1.00481,-0.00366,-0.07910,1.01367,-0.00684
854804900,-0.02655,1.00100,0.00132,-0.08203,1.00977,-0.00195
854809748,-0.02703,1.01773,0.00925,-0.08301,1.02637,0.00586
854814591,-0.02140,1.00684,0.00608,-0.07715,1.01563,0.00293
854819438,-0.02239,1.00685,0.00513,-0.07813,1.01563,0.00195
854824275,-0.01665,0.99987,0.00198,-0.07227,1.00879,-0.00098
854829103,-0.02222,1.01272,0.00613,-0.07813,1.02148,0.00293
854833944,-0.02165,0.99803,0.00507,-0.07715,1.00684,0.00195
854838790,-0.01547,1.00576,0.00589,-0.07129,1.01465,0.00293
854843414,-0.02227,1.01169,0.00123,-0.07813,1.02051,-0.00195
854848256,-0.02159,1.00091,0.00018,-0.07715,1.00977,-0.00293
854853099,-0.02761,0.99811,0.00428,-0.08301,1.00684,0.00098
854857937,-0.02096,0.98819,0.00109,-0.07617,0.99707,-0.00195
854862784,-0.02465,0.99712,0.00712,-0.08008,1.00586,0.00391
854867621,-0.02668,0.99613,0.00326,-0.08203,1.00488,0.00000
854872461,-0.01746,1.00577,0.00399,-0.07324,1.01465,0.00098
854877304,-0.02749,1.00205,0.00625,-0.08301,1.01074,0.00293
854882141,-0.02270,0.99610,0.00608,-0.07813,1.00488,0.00293
854886766,-0.01837,1.00874,0.00501,-0.07422,1.01758,0.00195
854891599,-0.02244,1.00492,0.00806,-0.07813,1.01367,0.00488
854896444,-0.02176,0.99504,0.00016,-0.07715,1.00391,-0.00293
854901292,-0.02348,1.00298,0.00809,-0.07910,1.01172,0.00488
854906136,-0.02153,1.00196,0.00704,-0.07715,1.01074,0.00391
854910987,-0.02369,0.99703,0.00023,-0.07910,1.00586,-0.00293
854915823,-0.02132,1.01068,-0.00076,-0.07715,1.01953,-0.00391
854920656,-0.01934,1.00971,0.00309,-0.07520,1.01855,0.00000
854925290,-0.02011,1.01756,0.00413,-0.07617,1.02637,0.00098
854930129,-0.02174,0.99509,0.00506,-0.07715,1.00391,0.00195
854934968,-0.02439,1.00685,0.00226,-0.08008,1.01563,-0.00098
854939810,-0.01959,1.00092,0.00404,-0.07520,1.00977,0.00098
854944647,-0.02158,1.00094,0.00312,-0.07715,1.00977,0.00000
854949489,-0.01841,1.00773,0.00207,-0.07422,1.01660,-0.00098
854954340,-0.02554,1.00104,0.00619,-0.08105,1.00977,0.00293
854959184,-0.02354,1.00195,0.00319,-0.07910,1.01074,0.00000
854963822,-0.02278,0.99317,0.00705,-0.07813,1.00195,0.00391
854968665,-0.02035,1.00877,0.00508,-0.07617,1.01758,0.00195
854973497,-0.02757,1.00005,0.00233,-0.08301,1.00879,-0.00098
854978339,-0.01740,1.00775,0.00596,-0.07324,1.01660,0.00293
854983178,-0.02521,1.01274,0.00329,-0.08105,1.02148,0.00000
854988012,-0.01960,1.00090,0.00208,-0.07520,1.00977,-0.00098
854992852,-0.02740,1.00500,0.00822,-0.08301,1.01367,0.00488
854997682,-0.02054,1.00102,0.01191,-0.07617,1.00977,0.00879
855002558,-0.02467,0.99706,0.00222,-0.08008,1.00586,-0.00098
855007194,-0.01838,1.00780,0.00893,-0.07422,1.01660,0.00586
855012035,-0.01743,1.00677,0.00595,-0.07324,1.01563,0.00293
855016871,-0.01940,1.00775,0.00308,-0.07520,1.01660,0.00000
855021710,-0.02347,1.00394,0.00613,-0.07910,1.01270,0.00293
855026550,-0.02238,1.00780,0.00318,-0.07813,1.01660,0.00000
855031394,-0.02253,1.00289,0.00120,-0.07813,1.01172,-0.00195
855036236,-0.02448,1.00391,0.00225,-0.08008,1.01270,-0.00098
855041080,-0.02170,0.99608,0.00604,-0.07715,1.00488,0.00293
855045712,-0.02527,1.00986,0.00818,-0.08105,1.01855,0.00488
855050545,-0.02163,0.99900,0.00507,-0.07715,1.00781,0.00195
855055389,-0.01273,0.99785,0.00185,-0.06836,1.00684,-0.00098
855060230,-0.01757,1.00188,0.00594,-0.07324,1.01074,0.00293
855065075,-0.02160,0.99998,0.00508,-0.07715,1.00879,0.00195
855069914,-0.02763,0.99716,0.00624,-0.08301,1.00586,0.00293
855074754,-0.02056,1.00189,0.00211,-0.07617,1.01074,-0.00098
855079589,-0.02358,1.00001,0.00514,-0.07910,1.00879,0.00195
855084436,-0.01947,1.00485,0.00601,-0.07520,1.01367,0.00293
855089074,-0.02460,0.99905,0.00517,-0.08008,1.00781,0.00195
855093913,-0.01724,1.01269,0.00989,-0.07324,1.02148,0.00684
855098753,-0.01972,0.99605,0.00598,-0.07520,1.00488,0.00293
855103596,-0.02136,1.00876,0.00315,-0.07715,1.01758,0.00000
855108435,-0.02367,0.99707,0.00415,-0.07910,1.00586,0.00098
855113269,-0.02444,1.00584,-0.00069,-0.08008,1.01465,-0.00391
855118109,-0.02156,1.00006,0.01194,-0.07715,1.00879,0.00879
855122935,-0.01936,1.00968,0.00015,-0.07520,1.01855,-0.00293
855127574,-0.02782,0.99125,0.00230,-0.08301,1.00000,-0.00098
855132400,-0.02341,1.00591,0.00712,-0.07910,1.01465,0.00391
855137237,-0.02161,0.99996,0.00312,-0.07715,1.00879,0.00000
855142076,-0.01770,0.99793,0.00201,-0.07324,1.00684,-0.00098
855146909,-0.01928,1.01076,0.00995,-0.07520,1.01953,0.00684
855151754,-0.02564,0.99805,0.00128,-0.08105,1.00684,-0.00195
855156598,-0.02554,1.00103,0.00521,-0.08105,1.00977,0.00195
855161434,-0.02361,0.99905,0.00612,-0.07910,1.00781,0.00293
855166072,-0.02064,0.99898,0.00406,-0.07617,1.00781,0.00098
855170917,-0.02658,1.00001,0.00034,-0.08203,1.00879,-0.00293
855175763,-0.02059,1.00000,0.00799,-0.07617,1.00879,0.00488
855180608,-0.01930,1.01072,0.00603,-0.07520,1.01953,0.00293
855185447,-0.01857,1.00188,0.00401,-0.07422,1.01074,0.00098
855190291,-0.01563,1.00083,0.00195,-0.07129,1.00977,-0.00098
855195132,-0.02945,1.00307,0.00730,-0.08496,1.01172,0.00391
855199980,-0.02435,1.00786,0.00520,-0.08008,1.01660,0.00195
855204825,-0.02276,0.99504,-0.00078,-0.07813,1.00391,-0.00391
855209454,-0.01770,0.99610,0.01376,-0.07324,1.00488,0.01074
855214292,-0.01784,0.99304,0.00199,-0.07324,1.00195,-0.00098
855219121,-0.01872,0.99605,0.00791,-0.07422,1.00488,0.00488
855223955,-0.02340,1.00684,0.00320,-0.07910,1.01563,0.00000
855228791,-0.02566,0.99709,0.00324,-0.08105,1.00586,0.00000
855233623,-0.02060,0.99997,0.00505,-0.07617,1.00879,0.00195
855238464,-0.01849,1.00480,0.00304,-0.07422,1.01367,0.00000
855243292,-0.02160,1.00090,-0.00080,-0.07715,1.00977,-0.00391
855247920,-0.01933,1.00973,0.00505,-0.07520,1.01855,0.00195
855252757,-0.02052,1.00290,0.00506,-0.07617,1.01172,0.00195
855257597,-0.02347,1.00393,0.00515,-0.07910,1.01270,0.00195
855262434,-0.02051,1.00292,0.00702,-0.07617,1.01172,0.00391
855267283,-0.02272,0.99605,0.00216,-0.07813,1.00488,-0.00098
855272128,-0.01863,0.99990,0.00204,-0.07422,1.00879,-0.00098
855276949,-0.01948,1.00390,0.00895,-0.07520,1.01270,0.00586
855281789,-0.02155,1.00193,0.00411,-0.07715,1.01074,0.00098
855286424,-0.01564,0.99988,0.00489,-0.07129,1.00879,0.00195
855291261,-0.02453,1.00104,0.00812,-0.08008,1.00977,0.00488
855296104,-0.02268,0.99705,0.00412,-0.07813,1.00586,0.00098
855300950,-0.02750,1.00203,0.00429,-0.08301,1.01074,0.00098
855305795,-0.02272,0.99513,0.00705,-0.07813,1.00391,0.00391
855310627,-0.02746,1.00396,0.00234,-0.08301,1.01270,-0.00098
855315468,-0.02575,0.99323,0.00812,-0.08105,1.00195,0.00488
855320315,-0.02144,1.00490,0.00803,-0.07715,1.01367,0.00488
855325141,-0.01760,1.00089,0.00496,-0.07324,1.00977,0.00195
855329783,-0.01865,0.99896,0.00498,-0.07422,1.00781,0.00195
855334626,-0.01639,1.00868,0.00299,-0.07227,1.01758,0.00000
855339468,-0.02464,0.99713,0.00810,-0.08008,1.00586,0.00488
855344303,-0.01864,0.99989,0.00106,-0.07422,1.00879,-0.00195
855349150,-0.02157,1.00095,0.00410,-0.07715,1.00977,0.00098
855353986,-0.02241,1.00589,0.00709,-0.07813,1.01465,0.00391
855358815,-0.02058,1.00094,0.00505,-0.07617,1.00977,0.00195
855363660,-0.02060,0.99906,0.01190,-0.07617,1.00781,0.00879
855368301,-0.01842,1.00679,0.00599,-0.07422,1.01563,0.00293
855373137,-0.02359,0.99999,0.00318,-0.07910,1.00879,0.00000
855377972,-0.01482,0.99399,0.00386,-0.07031,1.00293,0.00098
855382814,-0.02332,1.00884,0.00713,-0.07910,1.01758,0.00391
855387655,-0.01961,0.99995,0.00501,-0.07520,1.00879,0.00195
855392498,-0.02261,0.99904,0.00707,-0.07813,1.00781,0.00391
855397325,-0.02155,1.00192,0.00313,-0.07715,1.01074,0.00000
855402164,-0.02471,0.99514,0.00516,-0.08008,1.00391,0.00195
855406796,-0.02177,0.99410,0.00408,-0.07715,1.00293,0.00098
855411629,-0.01644,1.00674,0.00396,-0.07227,1.01563,0.00098
855416463,-0.02342,1.00588,0.00516,-0.07910,1.01465,0.00195
855421301,-0.02352,1.00199,0.00711,-0.07910,1.01074,0.00391
855426144,-0.01747,1.00576,0.00301,-0.07324,1.01465,0.00000
855430985,-0.01967,0.99799,0.00501,-0.07520,1.00684,0.00195
855435812,-0.02160,0.99998,0.00508,-0.07715,1.00879,0.00195
855440649,-0.02750,1.00204,0.00527,-0.08301,1.01074,0.00195
855445498,-0.02751,1.00110,0.00919,-0.08301,1.00977,0.00586
855450134,-0.01851,1.00383,0.00402,-0.07422,1.01270,0.00098
855454967,-0.02565,0.99711,0.00519,-0.08105,1.00586,0.00195
855459806,-0.02035,1.00877,0.00508,-0.07617,1.01758,0.00195
855464649,-0.02633,1.00882,0.00135,-0.08203,1.01758,-0.00195
855469485,-0.02273,0.99510,0.00411,-0.07813,1.00391,0.00098
855474327,-0.01973,0.99602,0.00304,-0.07520,1.00488,0.00000
855479165,-0.02562,0.99810,0.00618,-0.08105,1.00684,0.00293
855484005,-0.01848,1.00482,0.00500,-0.07422,1.01367,0.00195
855488630,-0.01880,0.99404,0.00300,-0.07422,1.00293,0.00000
855493463,-0.01862,0.99992,0.00400,-0.07422,1.00879,0.00098
855498308,-0.02179,0.99314,0.00506,-0.07715,1.00195,0.00195
855503144,-0.02078,0.99408,0.00307,-0.07617,1.00293,0.00000
855507976,-0.02354,1.00195,0.00319,-0.07910,1.01074,0.00000
855512816,-0.01951,1.00292,0.00796,-0.07520,1.01172,0.00488
855517659,-0.03074,0.99233,0.00730,-0.08594,1.00098,0.00391
855522502,-0.02160,0.99998,0.00508,-0.07715,1.00879,0.00195
855527321,-0.01745,1.00673,0.00204,-0.07324,1.01563,-0.00098
855531960,-0.02134,1.00972,0.00119,-0.07715,1.01855,-0.00195
855536803,-0.02630,1.00888,0.00625,-0.08203,1.01758,0.00293
855541645,-0.02565,0.99711,0.00519,-0.08105,1.00586,0.00195
855546486,-0.01985,0.99117,0.00694,-0.07520,1.00000,0.00391
855551332,-0.01542,1.00862,-0.00096,-0.07129,1.01758,-0.00391
855556173,-0.02045,1.00489,0.00800,-0.07617,1.01367,0.00488
855561019,-0.01821,1.01458,0.00307,-0.07422,1.02344,0.00000
855565853,-0.02227,1.01169,0.00123,-0.07813,1.02051,-0.00195
855570493,-0.01549,1.00481,0.00784,-0.07129,1.01367,0.00488
855575337,-0.01985,0.99118,0.00792,-0.07520,1.00000,0.00488
855580166,-0.02374,0.99416,0.00610,-0.07910,1.00293,0.00293
