# Frequency, Frequency_g, g, Frequency_V, RMS_V, Phase_V
9.800000000000000000e+01,9.708737999999999602e+01,2.030559000000000114e-01,9.708737999999999602e+01,9.718904999999999905e-02,-1.240776999999999930e+02
9.850000000000000000e+01,9.803922000000000025e+01,2.065434999999999910e-01,9.803922000000000025e+01,9.867333999999999827e-02,-1.252941000000000003e+02
9.900000000000000000e+01,9.900990000000000180e+01,2.058735999999999899e-01,9.900990000000000180e+01,9.786504000000000036e-02,-1.300989999999999895e+02
9.950000000000000000e+01,9.900990000000000180e+01,2.056794000000000122e-01,9.900990000000000180e+01,9.704877000000000642e-02,-1.229702999999999946e+02
1.000000000000000000e+02,9.900990000000000180e+01,2.089341999999999866e-01,1.000000000000000000e+02,9.832586000000000104e-02,-1.229702999999999946e+02
1.020000000000000000e+02,1.000000000000000000e+02,2.087798999999999905e-01,9.900990000000000180e+01,9.746876999999999625e-02,-1.277999999999999972e+02
1.040000000000000000e+02,1.020408000000000044e+02,2.057456000000000007e-01,1.020408000000000044e+02,9.432733999999999563e-02,-1.304081999999999937e+02
1.060000000000000000e+02,1.041667000000000058e+02,2.029864999999999864e-01,1.041667000000000058e+02,9.175532000000000132e-02,-1.293750000000000000e+02
1.080000000000000000e+02,1.063829999999999956e+02,2.011828999999999978e-01,1.052631999999999977e+02,8.872172999999999865e-02,-1.321277000000000044e+02
1.100000000000000000e+02,1.086955999999999989e+02,2.047489000000000114e-01,1.075268999999999977e+02,8.803184999999999483e-02,-1.296774000000000058e+02
1.120000000000000000e+02,1.098901000000000039e+02,2.055784999999999973e-01,1.098901000000000039e+02,8.543088000000000071e-02,-1.364834999999999923e+02
1.140000000000000000e+02,1.123596000000000004e+02,2.052573000000000036e-01,1.123596000000000004e+02,8.315952000000000066e-02,-1.314607000000000028e+02
1.160000000000000000e+02,1.136363999999999947e+02,2.074477999999999878e-01,1.149424999999999955e+02,8.250177999999999678e-02,-1.247727000000000004e+02
1.180000000000000000e+02,1.162790999999999997e+02,2.053831999999999880e-01,1.162790999999999997e+02,8.046528999999999487e-02,-1.276744000000000057e+02
1.200000000000000000e+02,1.190476000000000028e+02,2.022085000000000132e-01,1.176470000000000056e+02,7.829948999999999937e-02,-1.350000000000000000e+02
1.220000000000000000e+02,1.190476000000000028e+02,2.004246000000000083e-01,1.190476000000000028e+02,7.661510000000000542e-02,-1.322891999999999939e+02
1.240000000000000000e+02,1.219512000000000000e+02,1.989307999999999910e-01,1.234568000000000012e+02,7.469832999999999334e-02,-1.295122000000000071e+02
1.260000000000000000e+02,1.250000000000000000e+02,1.985569000000000084e-01,1.234568000000000012e+02,7.305306000000000299e-02,-1.372500000000000000e+02
1.280000000000000000e+02,1.265823000000000036e+02,2.018102999999999980e-01,1.250000000000000000e+02,7.275247999999999438e-02,-1.389873000000000047e+02
1.300000000000000000e+02,1.282050999999999874e+02,2.059890000000000054e-01,1.282050999999999874e+02,7.267824999999999980e-02,-1.361538999999999930e+02
1.320000000000000000e+02,1.298701000000000079e+02,2.045550999999999897e-01,1.298701000000000079e+02,7.130377999999999716e-02,-1.238961000000000041e+02
1.340000000000000000e+02,1.333333000000000084e+02,2.059958000000000067e-01,1.315789000000000044e+02,7.117138000000000631e-02,-1.255263000000000062e+02
1.360000000000000000e+02,1.351350999999999942e+02,2.035154999999999881e-01,1.351350999999999942e+02,6.937042000000000208e-02,-1.415999999999999943e+02
1.380000000000000000e+02,1.369863000000000000e+02,2.043443000000000065e-01,1.351350999999999942e+02,6.931631000000000598e-02,-1.405478999999999985e+02
1.400000000000000000e+02,1.377410000000000139e+02,2.117826999999999904e-01,1.385041999999999973e+02,6.776529000000000580e-02,-1.353719000000000108e+02
1.420000000000000000e+02,1.394699999999999989e+02,2.107101999999999864e-01,1.406469999999999914e+02,6.641312000000000604e-02,-1.260250999999999948e+02
1.440000000000000000e+02,1.424500999999999920e+02,2.095712999999999882e-01,1.408451000000000022e+02,6.560090000000000365e-02,-1.396023000000000138e+02
1.460000000000000000e+02,1.440921999999999912e+02,2.120231999999999950e-01,1.004016000000000020e+02,6.620128000000000124e-02,-1.405764000000000067e+02
1.480000000000000000e+02,1.466276000000000010e+02,2.121860999999999886e-01,1.466276000000000010e+02,6.510399000000000047e-02,-1.398826999999999998e+02
1.500000000000000000e+02,1.483679999999999950e+02,2.129819000000000018e-01,1.016260000000000048e+02,6.584922999999999471e-02,2.173887000000000000e+02
